#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B3D28C
#Date Time: 2023-02-25 12:02:52.959
#Sample rate: 800Hz
#Samples: 8000
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 10 mV/div Offset: -2.615 V Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Sweep
#Type: Square
#Frequency: 5 Hz
#Period: 200 ms
#Amplitude: 2 V
#Offset: 2 V
#Symmetry: 50 %
#Phase: 0 °
#Wavegen Channel 2: Disabled
#Mode: Simple
#Type: DC
#Offset: 0 V
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: OFF
#Voltage: -1 V

#49E sensor
#Nominal sensitivity: 1.6 mV/GS
#PCB Coil Drive: 1.6A, 5Hz, full stepping
#
Time (s),Channel 1 (V)
-4.71,2.616950879046258
-4.70875,2.614591854654809
-4.7075,2.614928858139301
-4.70625,2.614591854654809
-4.705,2.614928858139301
-4.70375,2.614928858139301
-4.7025,2.616950879046257
-4.70125,2.615602865108287
-4.7,2.614928858139301
-4.69875,2.614591854654809
-4.6975,2.615939868592779
-4.69625,2.616613875561765
-4.695,2.616613875561765
-4.69375,2.617624886015241
-4.6925,2.614928858139301
-4.69125,2.614928858139301
-4.69,2.614928858139301
-4.68875,2.614928858139301
-4.6875,2.615265861623794
-4.68625,2.615939868592779
-4.685,2.616276872077272
-4.68375,2.614928858139301
-4.6825,2.614591854654809
-4.68125,2.614928858139301
-4.68,2.616613875561765
-4.67875,2.616613875561765
-4.6775,2.617624886015243
-4.67625,2.616276872077271
-4.675,2.614591854654809
-4.67375,2.614928858139301
-4.6725,2.614928858139301
-4.67125,2.615265861623794
-4.67,2.615265861623794
-4.66875,2.616613875561765
-4.6675,2.615265861623794
-4.66625,2.614928858139301
-4.665,2.614591854654809
-4.66375,2.616276872077272
-4.6625,2.616276872077272
-4.66125,2.616613875561765
-4.66,2.616613875561765
-4.65875,2.614591854654809
-4.6575,2.614928858139301
-4.65625,2.614591854654809
-4.655,2.615265861623794
-4.65375,2.614928858139302
-4.6525,2.616276872077272
-4.65125,2.615602865108287
-4.65,2.608525791933943
-4.64875,2.606166767542491
-4.6475,2.60717777799597
-4.64625,2.607851784964955
-4.645,2.608188788449447
